_H:	|Run	|Epoch	#PerTrlMSec	#FillSSE	#FillAvgSSE	#FillPctErr	#FillPctCor	#FillCosDiff	#InpSSE	#InpAvgSSE	#InpPctErr	#InpPctCor	#InpCosDiff	#UnAmbFillErr	#AmbFillErr	#CurQFillErr	#RevQFillErr	#UnAmbFillSSE	#AmbFillSSE	#CurQFillSSE	#RevQFillSSE	#UnAmbFillCosDiff	#AmbFillCosDiff	#CurQFillCosDiff	#RevQFillCosDiff	#Encode ActAvg	#Encode Hog	#Encode Dead	#EncodeD ActAvg	#EncodeD Hog	#EncodeD Dead	#Gestalt ActAvg	#Gestalt Hog	#Gestalt Dead	#GestaltD ActAvg	#GestaltD Hog	#GestaltD Dead	#Decode ActAvg	#Decode Hog	#Decode Dead
_D:	0	142	20.06	0.3465	0.0063	0.1982	0.8018	0.8055	0.2507	0.005013	0.2915	0.7085	0.6609	0.1022	0.2742	0.094	0.2806	0.1698	0.4909	0.1671	0.487	0.9028	0.7269	0.9085	0.7237	0.2074	0.06944	0	0.1148	0.02083	0.03472	0.05314	0.006944	0.2778	0.0356	0	0.1111	0.1496	0	0
_D:	0	143	20	0.3243	0.005897	0.1854	0.8146	0.8166	0.2439	0.004878	0.2945	0.7055	0.6648	0.06484	0.2459	0.102	0.2443	0.1132	0.4305	0.1838	0.4205	0.939	0.7542	0.8961	0.7622	0.2042	0.05556	0	0.1153	0.006944	0.04861	0.05606	0	0.25	0.0355	0	0.08333	0.1491	0	0.006944
_D:	0	144	20.09	0.3605	0.006555	0.2068	0.7932	0.7959	0.2705	0.00541	0.3001	0.6999	0.6421	0.09817	0.2659	0.114	0.2723	0.1617	0.4727	0.2016	0.471	0.9023	0.7383	0.8859	0.7333	0.2056	0.08333	0	0.1153	0.01389	0.04167	0.05466	0.006944	0.2778	0.03552	0	0.09722	0.1488	0	0
_D:	0	145	20.07	0.3659	0.006653	0.2133	0.7867	0.796	0.2723	0.005446	0.3122	0.6878	0.6424	0.09453	0.2667	0.118	0.2796	0.1494	0.4678	0.2047	0.4767	0.9194	0.7371	0.8843	0.7362	0.2054	0.04167	0	0.1152	0.01389	0.03472	0.0536	0	0.2986	0.03579	0	0.09028	0.1485	0	0
_D:	0	146	20.12	0.3625	0.00659	0.2083	0.7917	0.7932	0.2755	0.00551	0.3251	0.6749	0.6435	0.09624	0.2661	0.106	0.2857	0.1613	0.4686	0.1919	0.4876	0.9041	0.7362	0.8934	0.7182	0.2054	0.07639	0	0.1158	0.01389	0.03472	0.05489	0	0.2708	0.03553	0	0.07639	0.148	0	0.006944
_D:	0	147	20.05	0.3432	0.00624	0.2025	0.7975	0.8065	0.2753	0.005506	0.314	0.686	0.6439	0.1408	0.2143	0.098	0.2835	0.2293	0.3713	0.1698	0.4758	0.8666	0.7943	0.9073	0.728	0.2068	0.05556	0	0.115	0.02778	0.02778	0.05521	0	0.3542	0.03555	0	0.09028	0.1495	0	0
_D:	0	148	20.04	0.3837	0.006976	0.2232	0.7768	0.7799	0.2825	0.00565	0.3236	0.6764	0.6347	0.129	0.2573	0.14	0.2723	0.2013	0.4596	0.2496	0.4566	0.8785	0.7416	0.8609	0.7329	0.2061	0.06944	0	0.1158	0.02778	0.03472	0.05469	0	0.2986	0.03555	0	0.1111	0.148	0	0
_D:	0	149	20.12	0.381	0.006927	0.2194	0.7806	0.7858	0.264	0.00528	0.3091	0.6909	0.6449	0.1042	0.3096	0.12	0.2901	0.1745	0.5458	0.213	0.4978	0.9003	0.695	0.8827	0.7169	0.2064	0.05556	0	0.1153	0.01389	0.02778	0.05491	0	0.3194	0.03541	0	0.08333	0.1498	0	0
_D:	0	150	20.05	0.3183	0.005788	0.1869	0.8131	0.8198	0.2449	0.004897	0.2814	0.7186	0.6657	0.08026	0.2575	0.108	0.2398	0.1279	0.4482	0.1861	0.4058	0.9289	0.745	0.8925	0.7732	0.2063	0.08333	0	0.1159	0.02083	0.02778	0.05384	0.006944	0.2708	0.03604	0	0.1389	0.1488	0	0
_D:	0	151	20.08	0.421	0.007655	0.2465	0.7535	0.7653	0.2891	0.005782	0.3345	0.6655	0.6297	0.1281	0.2921	0.142	0.3171	0.2041	0.5108	0.2375	0.5481	0.8874	0.7143	0.869	0.6926	0.2064	0.08333	0	0.1162	0.02083	0.01389	0.0534	0	0.3125	0.03564	0	0.09722	0.1486	0	0
_D:	0	152	20.05	0.3419	0.006216	0.1985	0.8015	0.8018	0.2425	0.004849	0.2851	0.7149	0.6645	0.1126	0.2633	0.122	0.2455	0.1915	0.4569	0.2194	0.4111	0.887	0.7378	0.877	0.7563	0.2061	0.09028	0	0.1159	0.02083	0.02778	0.05359	0	0.3125	0.03577	0	0.1111	0.1494	0	0.006944
_D:	0	153	20.09	0.3942	0.007168	0.2285	0.7715	0.7844	0.268	0.005359	0.3072	0.6928	0.6444	0.1098	0.2923	0.132	0.2934	0.1917	0.5021	0.2299	0.5033	0.8958	0.7247	0.8772	0.7209	0.2051	0.06944	0	0.1169	0.02083	0.02778	0.05421	0	0.2986	0.03591	0	0.125	0.1484	0	0
_D:	0	154	20.1	0.3868	0.007032	0.2285	0.7715	0.7804	0.2878	0.005756	0.3229	0.6771	0.6318	0.1192	0.2893	0.132	0.2934	0.1929	0.4987	0.2256	0.4936	0.8866	0.7207	0.8722	0.7192	0.2072	0.07639	0	0.1171	0.02083	0.04167	0.0548	0	0.3056	0.03593	0	0.08333	0.1498	0	0.006944
_D:	0	155	20.08	0.3349	0.006089	0.1975	0.8025	0.812	0.2736	0.005472	0.3101	0.6899	0.6461	0.1018	0.2511	0.096	0.2769	0.1588	0.4402	0.1666	0.4647	0.9082	0.7556	0.9087	0.7362	0.2051	0.0625	0	0.1176	0.02083	0.02083	0.05512	0	0.3125	0.03575	0	0.08333	0.149	0	0
_D:	0	156	20.01	0.3487	0.006341	0.203	0.797	0.8056	0.265	0.005301	0.299	0.701	0.6456	0.1257	0.2553	0.11	0.2697	0.2087	0.4485	0.192	0.4594	0.8835	0.7502	0.8925	0.7444	0.2054	0.07639	0	0.1181	0.02083	0.01389	0.05411	0	0.3125	0.03559	0	0.09028	0.1486	0	0
_D:	0	157	20.07	0.3216	0.005847	0.1889	0.8111	0.8156	0.282	0.00564	0.3266	0.6734	0.6331	0.1188	0.2165	0.094	0.2614	0.1926	0.3782	0.1586	0.4468	0.8854	0.7872	0.9097	0.7429	0.206	0.04861	0	0.1182	0.03472	0.02778	0.05438	0	0.3125	0.03591	0	0.09722	0.1487	0	0
_D:	0	158	20.02	0.3268	0.005942	0.1871	0.8129	0.8142	0.2831	0.005662	0.3053	0.6947	0.6387	0.1011	0.2589	0.096	0.2558	0.1707	0.4606	0.1684	0.4458	0.9016	0.74	0.9055	0.7449	0.2065	0.0625	0	0.1187	0.02778	0.02083	0.05414	0	0.3194	0.03564	0	0.07639	0.1495	0	0
_D:	0	159	20.04	0.3909	0.007108	0.2297	0.7703	0.7792	0.2738	0.005476	0.3119	0.6881	0.6401	0.1064	0.3043	0.138	0.2887	0.1691	0.5304	0.2431	0.4807	0.9048	0.7	0.8649	0.7257	0.206	0.0625	0	0.1183	0.02778	0.02778	0.05521	0	0.3264	0.03591	0	0.09722	0.1474	0	0
_D:	0	160	20.09	0.3614	0.006571	0.2073	0.7927	0.7955	0.2485	0.004969	0.2795	0.7205	0.6615	0.09598	0.2731	0.116	0.2711	0.1594	0.4841	0.2096	0.4632	0.9105	0.7254	0.8818	0.7374	0.2063	0.06944	0	0.1184	0.02778	0.02778	0.05452	0	0.2917	0.03616	0	0.1181	0.1488	0	0
_D:	0	161	20.04	0.4094	0.007444	0.2349	0.7651	0.7712	0.2964	0.005927	0.3404	0.6596	0.6229	0.1354	0.2737	0.138	0.298	0.2387	0.4746	0.2499	0.5075	0.8691	0.7327	0.8617	0.7147	0.2054	0.09028	0	0.1184	0.02778	0.02778	0.05512	0	0.2986	0.0359	0	0.09722	0.1484	0	0
_D:	0	162	20.06	0.4219	0.007671	0.2481	0.7519	0.7617	0.2803	0.005605	0.3311	0.6689	0.6302	0.1367	0.3011	0.132	0.3325	0.2299	0.5144	0.2313	0.5567	0.8672	0.7122	0.8707	0.6838	0.206	0.04167	0	0.1183	0.02778	0.01389	0.0537	0	0.3056	0.03622	0	0.09028	0.1489	0	0
_D:	0	163	20.07	0.4441	0.008074	0.2544	0.7456	0.7497	0.2585	0.005169	0.309	0.691	0.651	0.126	0.3034	0.15	0.3231	0.2222	0.5277	0.2654	0.5593	0.8743	0.7029	0.8512	0.6836	0.2058	0.09028	0	0.1182	0.02083	0.01389	0.05444	0.006944	0.3194	0.03596	0	0.08333	0.15	0	0
_D:	0	164	20.06	0.4149	0.007544	0.2389	0.7611	0.7617	0.2759	0.005518	0.3131	0.6869	0.6353	0.1105	0.2877	0.132	0.3146	0.176	0.5114	0.2307	0.5444	0.8891	0.7136	0.8708	0.6831	0.2058	0.07639	0	0.1188	0.02083	0.02778	0.05439	0.006944	0.2986	0.0362	0	0.1389	0.1497	0	0
_D:	0	165	20.08	0.3956	0.007193	0.2295	0.7705	0.7763	0.2817	0.005634	0.3068	0.6932	0.638	0.112	0.3114	0.122	0.3079	0.1878	0.543	0.2125	0.5278	0.894	0.6928	0.8809	0.7002	0.204	0.08333	0	0.1203	0.02778	0.01389	0.05409	0.006944	0.2917	0.03641	0	0.1111	0.1485	0	0
_D:	0	166	20.08	0.4095	0.007445	0.2392	0.7608	0.7695	0.2814	0.005628	0.3135	0.6865	0.6305	0.1152	0.3048	0.146	0.2974	0.189	0.5295	0.2596	0.4966	0.8944	0.7011	0.8545	0.7196	0.2049	0.05556	0	0.1205	0.02778	0.01389	0.05483	0	0.2986	0.03617	0	0.09722	0.1479	0	0
_D:	0	167	20.07	0.361	0.006564	0.2025	0.7975	0.8007	0.2531	0.005062	0.3017	0.6983	0.6587	0.1122	0.2617	0.098	0.2835	0.1972	0.4702	0.1751	0.5051	0.8888	0.7434	0.9039	0.7206	0.2054	0.0625	0	0.1198	0.02083	0.02083	0.05482	0	0.2917	0.03605	0	0.09722	0.1496	0	0
_D:	0	168	20.09	0.3821	0.006947	0.2259	0.7741	0.7841	0.2852	0.005704	0.3063	0.6937	0.6369	0.1205	0.2818	0.126	0.2964	0.1968	0.4838	0.22	0.4924	0.8877	0.7276	0.8772	0.7196	0.206	0.07639	0	0.12	0.02083	0.02083	0.05383	0.006944	0.3194	0.03646	0	0.1181	0.1492	0	0
_D:	0	169	20.08	0.3488	0.006342	0.2028	0.7972	0.8031	0.2889	0.005778	0.3244	0.6756	0.628	0.1042	0.2681	0.106	0.2741	0.1788	0.4617	0.1821	0.4718	0.9001	0.7383	0.8986	0.732	0.2046	0.0625	0	0.1206	0.02083	0.006944	0.05474	0	0.2986	0.03615	0	0.07639	0.1499	0	0
_D:	0	170	20.11	0.3338	0.006069	0.1919	0.8081	0.8095	0.2607	0.005214	0.296	0.704	0.6537	0.07094	0.2659	0.09	0.273	0.1215	0.4644	0.163	0.4666	0.9293	0.7362	0.9084	0.7318	0.2034	0.05556	0	0.1213	0.02083	0.02083	0.05439	0	0.3125	0.03635	0	0.1111	0.1482	0	0
_D:	0	171	20.08	0.365	0.006636	0.2101	0.7899	0.7999	0.2648	0.005296	0.3079	0.6921	0.6495	0.09031	0.2867	0.104	0.2923	0.1477	0.5075	0.182	0.506	0.9167	0.7242	0.9035	0.7184	0.2058	0.06944	0	0.1208	0.03472	0.01389	0.05503	0	0.3333	0.03596	0	0.1042	0.1488	0	0
_D:	0	172	20.06	0.3363	0.006115	0.1957	0.8043	0.8112	0.2619	0.005238	0.3016	0.6984	0.655	0.09792	0.2621	0.102	0.2653	0.1564	0.4642	0.1805	0.4492	0.9075	0.7447	0.8995	0.7466	0.2056	0.05556	0	0.1215	0.02083	0.01389	0.05412	0	0.2639	0.03672	0	0.1181	0.1497	0	0
_D:	0	173	20.08	0.3866	0.00703	0.2172	0.7828	0.7837	0.2998	0.005996	0.3285	0.6715	0.6221	0.1294	0.2505	0.112	0.2959	0.2289	0.4474	0.2031	0.5221	0.8752	0.7468	0.8883	0.7054	0.2045	0.0625	0	0.1213	0.02778	0.01389	0.05444	0.006944	0.2778	0.03651	0	0.1181	0.1491	0	0
_D:	0	174	20.08	0.3481	0.00633	0.1972	0.8028	0.8046	0.2692	0.005385	0.3053	0.6947	0.649	0.09804	0.2266	0.114	0.2532	0.1699	0.4021	0.2039	0.4436	0.9072	0.7727	0.8859	0.7507	0.206	0.09722	0	0.121	0.03472	0.01389	0.05454	0	0.3333	0.03605	0	0.125	0.149	0	0
_D:	0	175	20.07	0.3475	0.006318	0.1975	0.8025	0.8046	0.2572	0.005144	0.3006	0.6994	0.6573	0.1116	0.2394	0.106	0.2633	0.1868	0.4309	0.1941	0.4537	0.8957	0.7569	0.8928	0.7424	0.2053	0.0625	0	0.1205	0.03472	0.01389	0.05485	0	0.2917	0.03647	0	0.08333	0.1491	0	0
_D:	0	176	20.08	0.403	0.007327	0.2326	0.7674	0.7757	0.2615	0.00523	0.3053	0.6947	0.6472	0.119	0.2907	0.114	0.3248	0.1984	0.5111	0.2078	0.5495	0.8896	0.7155	0.8855	0.6927	0.2054	0.06944	0	0.1211	0.03472	0.006944	0.05395	0	0.3194	0.03624	0	0.125	0.1494	0	0
_D:	0	177	20.06	0.3795	0.0069	0.2134	0.7866	0.7865	0.2972	0.005944	0.3251	0.6749	0.6276	0.1041	0.2807	0.11	0.2908	0.1784	0.5066	0.1982	0.5139	0.8959	0.719	0.8895	0.7097	0.2049	0.04861	0	0.1212	0.02778	0.006944	0.05472	0	0.2917	0.0365	0	0.08333	0.1496	0	0.006944
_D:	0	178	20.12	0.4025	0.007319	0.2343	0.7657	0.7728	0.2518	0.005035	0.2886	0.7114	0.6614	0.08759	0.3106	0.124	0.3147	0.13	0.5511	0.2173	0.5355	0.9224	0.6925	0.8799	0.6945	0.2064	0.06944	0	0.1211	0.02778	0.006944	0.05422	0.006944	0.2778	0.03675	0	0.1389	0.1507	0	0
_D:	0	179	20.08	0.3403	0.006187	0.197	0.803	0.8123	0.2677	0.005354	0.2982	0.7018	0.6473	0.09336	0.2707	0.092	0.2806	0.1538	0.4766	0.164	0.4784	0.9144	0.7381	0.9113	0.734	0.2057	0.05556	0	0.1212	0.02778	0.01389	0.05359	0.006944	0.2986	0.03663	0	0.1458	0.1503	0	0
_D:	0	180	20.13	0.3363	0.006115	0.1962	0.8038	0.8117	0.2777	0.005553	0.3117	0.6883	0.6374	0.09513	0.2478	0.1	0.2684	0.155	0.4323	0.1765	0.4535	0.9122	0.7589	0.9001	0.7476	0.205	0.07639	0	0.1214	0.02778	0.01389	0.05456	0	0.3542	0.03637	0	0.1042	0.149	0	0
_D:	0	181	20.07	0.3822	0.00695	0.2172	0.7828	0.7853	0.2605	0.00521	0.3027	0.6973	0.6508	0.09744	0.2669	0.118	0.2883	0.158	0.4803	0.2137	0.4997	0.9048	0.7352	0.883	0.7154	0.2056	0.07639	0	0.1217	0.02778	0.01389	0.05331	0	0.3403	0.03631	0	0.09722	0.1484	0	0.006944
_D:	0	182	20.12	0.3846	0.006993	0.2242	0.7758	0.786	0.2689	0.005378	0.304	0.696	0.6411	0.1242	0.2854	0.12	0.3013	0.2178	0.484	0.2087	0.5131	0.8809	0.7283	0.8841	0.7142	0.2048	0.0625	0	0.1218	0.03472	0.01389	0.05574	0	0.3056	0.03607	0	0.08333	0.1478	0	0
_D:	0	183	20.04	0.3192	0.005803	0.1795	0.8205	0.8234	0.2406	0.004813	0.2783	0.7217	0.6655	0.1008	0.24	0.094	0.243	0.1709	0.4382	0.1703	0.4279	0.9027	0.7615	0.9062	0.7627	0.2058	0.06944	0	0.1216	0.02778	0.02083	0.05397	0	0.3056	0.03661	0	0.09722	0.1505	0	0
_D:	0	184	20.07	0.3533	0.006424	0.2018	0.7982	0.8035	0.2674	0.005347	0.3057	0.6943	0.6451	0.1102	0.2535	0.104	0.2748	0.1781	0.4599	0.1853	0.4773	0.8984	0.7471	0.8981	0.7331	0.205	0.0625	0	0.1216	0.02083	0.006944	0.05414	0	0.2986	0.03639	0	0.1042	0.1483	0	0
_D:	0	185	20.07	0.3672	0.006677	0.2081	0.7919	0.7964	0.2698	0.005397	0.3135	0.6865	0.6429	0.1167	0.25	0.132	0.2519	0.2015	0.4455	0.2372	0.4392	0.8862	0.755	0.8671	0.7582	0.2042	0.04861	0	0.1221	0.02778	0.006944	0.05521	0	0.2569	0.03653	0	0.1042	0.1475	0	0
_D:	0	186	20.09	0.3312	0.006021	0.1846	0.8154	0.8165	0.2595	0.005189	0.3064	0.6936	0.6517	0.09016	0.2531	0.104	0.2404	0.1614	0.4546	0.1848	0.4336	0.9136	0.7446	0.894	0.7644	0.2059	0.06944	0	0.1218	0.03472	0.006944	0.05367	0	0.2917	0.03648	0	0.1042	0.1488	0	0
_D:	0	187	20.01	0.3001	0.005456	0.1749	0.8251	0.8367	0.2741	0.005483	0.3138	0.6862	0.6375	0.08736	0.2203	0.088	0.2416	0.1368	0.3904	0.1595	0.4036	0.9273	0.7859	0.9119	0.782	0.2055	0.07639	0	0.1218	0.02083	0.01389	0.05402	0.006944	0.2778	0.03688	0	0.1111	0.1487	0	0
_D:	0	188	20.11	0.3594	0.006534	0.2033	0.7967	0.8017	0.2728	0.005457	0.3083	0.6917	0.6438	0.1011	0.2595	0.112	0.2679	0.1728	0.4647	0.2029	0.4673	0.9055	0.7428	0.886	0.7448	0.2068	0.03472	0	0.1219	0.02778	0.006944	0.05311	0	0.2917	0.03644	0	0.1042	0.1484	0	0
_D:	0	189	20.08	0.3934	0.007152	0.2245	0.7755	0.7811	0.2763	0.005526	0.3191	0.6809	0.6423	0.1196	0.262	0.114	0.3079	0.1956	0.4702	0.2029	0.5357	0.8922	0.7375	0.8869	0.7022	0.2042	0.05556	0	0.1225	0.02778	0.006944	0.05399	0	0.3194	0.03671	0	0.1319	0.1483	0	0.006944
_D:	0	190	20.07	0.3484	0.006335	0.1995	0.8005	0.8116	0.2731	0.005463	0.3016	0.6984	0.6472	0.1013	0.2632	0.108	0.2653	0.1728	0.4642	0.1899	0.4617	0.9102	0.7448	0.8965	0.7514	0.2037	0.08333	0	0.1234	0.02778	0.006944	0.05438	0	0.3264	0.03684	0	0.1528	0.1487	0	0.006944
_D:	0	191	20.1	0.3473	0.006315	0.2003	0.7997	0.8072	0.2687	0.005373	0.3037	0.6963	0.645	0.08652	0.2934	0.098	0.2802	0.141	0.5203	0.1714	0.4842	0.9208	0.7124	0.9063	0.7294	0.2051	0.05556	0	0.1219	0.02778	0	0.05529	0.006944	0.2847	0.0369	0	0.1319	0.149	0	0
_D:	0	192	20.13	0.3983	0.007241	0.2294	0.7706	0.7729	0.2589	0.005178	0.3037	0.6963	0.6505	0.1067	0.3163	0.12	0.3111	0.1698	0.5671	0.218	0.5276	0.9005	0.6797	0.8791	0.6947	0.2059	0.0625	0	0.1228	0.02778	0	0.05504	0	0.3194	0.03663	0	0.1181	0.1486	0	0.006944
_D:	0	193	20.09	0.3767	0.00685	0.2144	0.7856	0.7881	0.2808	0.005615	0.3236	0.6764	0.6412	0.1028	0.3212	0.094	0.313	0.1787	0.5674	0.1718	0.5416	0.9002	0.6798	0.9042	0.6943	0.2062	0.08333	0	0.1231	0.04167	0	0.0554	0	0.3333	0.03662	0	0.1042	0.1481	0	0.006944
_D:	0	194	20.11	0.3933	0.007151	0.2326	0.7674	0.7743	0.2626	0.005252	0.2963	0.7037	0.65	0.1191	0.2937	0.114	0.3248	0.1949	0.5031	0.1964	0.5445	0.8854	0.7141	0.8883	0.6863	0.2035	0.0625	0	0.1242	0.04167	0.006944	0.05491	0.006944	0.2431	0.03685	0	0.125	0.1486	0	0
_D:	0	195	20.11	0.4114	0.007481	0.2316	0.7684	0.7711	0.2719	0.005438	0.318	0.682	0.6377	0.1214	0.2929	0.116	0.3205	0.2113	0.5248	0.2081	0.5666	0.8852	0.7051	0.8849	0.6838	0.2052	0.0625	0	0.1231	0.03472	0	0.05477	0	0.2917	0.03698	0	0.1181	0.1499	0	0
_D:	0	196	20.03	0.3967	0.007212	0.2256	0.7744	0.7819	0.2789	0.005577	0.3229	0.6771	0.6386	0.09739	0.2914	0.132	0.2864	0.1602	0.5222	0.2328	0.5029	0.9123	0.7125	0.8702	0.7258	0.2064	0.08333	0	0.1226	0.03472	0.006944	0.05266	0	0.3194	0.03711	0	0.1042	0.1501	0	0
_D:	0	197	20.05	0.366	0.006654	0.2114	0.7886	0.7942	0.2635	0.00527	0.3112	0.6888	0.6411	0.1141	0.2745	0.114	0.2821	0.1938	0.4796	0.1982	0.4873	0.8906	0.7307	0.8897	0.7244	0.2053	0.05556	0	0.1241	0.04167	0.006944	0.05428	0	0.2986	0.03664	0	0.09028	0.1491	0	0
_D:	0	198	20.11	0.3697	0.006722	0.2083	0.7917	0.7981	0.2569	0.005137	0.3004	0.6996	0.6484	0.09649	0.2775	0.12	0.2679	0.165	0.499	0.2157	0.4718	0.9093	0.7281	0.8827	0.7418	0.2054	0.05556	0	0.1249	0.03472	0	0.05543	0	0.2986	0.03651	0	0.09722	0.1489	0	0
_D:	0	199	20.07	0.3394	0.006171	0.2013	0.7987	0.8126	0.2668	0.005337	0.3164	0.6836	0.6457	0.1098	0.2646	0.098	0.2831	0.1824	0.4496	0.1709	0.4702	0.8985	0.7527	0.9075	0.7379	0.205	0.07639	0	0.1251	0.03472	0	0.05472	0	0.3403	0.03683	0	0.1389	0.1498	0	0
_D:	0	200	20.09	0.3239	0.00589	0.1884	0.8116	0.821	0.2539	0.005079	0.3131	0.6869	0.6592	0.1061	0.2331	0.106	0.2455	0.1807	0.4027	0.1843	0.4196	0.902	0.7755	0.8972	0.7694	0.2054	0.07639	0	0.1253	0.03472	0.006944	0.05575	0.006944	0.2639	0.03662	0	0.1181	0.1482	0	0
_D:	0	201	20.04	0.3896	0.007084	0.2259	0.7741	0.7796	0.26	0.0052	0.3176	0.6824	0.6462	0.1066	0.2531	0.144	0.2732	0.1818	0.4376	0.2595	0.4569	0.8945	0.7539	0.8565	0.7373	0.2045	0.0625	0	0.1251	0.02778	0	0.05467	0.006944	0.2986	0.03707	0	0.1042	0.1498	0	0.006944
_D:	0	202	20.06	0.4193	0.007623	0.2416	0.7584	0.7687	0.2411	0.004823	0.2848	0.7152	0.6675	0.09556	0.3341	0.17	0.2707	0.1572	0.5886	0.3011	0.4623	0.911	0.6776	0.8319	0.7475	0.204	0.06944	0	0.125	0.03472	0	0.05521	0	0.2917	0.03665	0	0.1458	0.1482	0	0
_D:	0	203	20.09	0.3596	0.006538	0.2053	0.7947	0.8009	0.276	0.005519	0.33	0.67	0.6409	0.08372	0.2737	0.122	0.2589	0.1369	0.4885	0.2229	0.4417	0.9226	0.7311	0.878	0.7536	0.2057	0.08333	0	0.1241	0.03472	0	0.05461	0	0.3125	0.03727	0	0.1181	0.1497	0	0
_D:	0	204	20.08	0.3559	0.00647	0.2043	0.7957	0.8061	0.2583	0.005165	0.308	0.692	0.6601	0.08571	0.2808	0.114	0.2672	0.1458	0.4929	0.2054	0.4568	0.9185	0.7337	0.8858	0.7541	0.2054	0.09028	0	0.1243	0.03472	0	0.05339	0	0.3264	0.0367	0	0.1597	0.1497	0	0
_D:	0	205	20.21	0.3467	0.006304	0.199	0.801	0.8015	0.2611	0.005222	0.2947	0.7053	0.6542	0.09252	0.2887	0.112	0.2596	0.1608	0.5035	0.2004	0.4456	0.9091	0.7102	0.8874	0.7421	0.2053	0.07639	0	0.1248	0.03472	0	0.0539	0	0.3264	0.03662	0	0.1528	0.1496	0	0
_D:	0	206	20.08	0.3839	0.00698	0.2174	0.7826	0.7909	0.2533	0.005066	0.2941	0.7059	0.6583	0.08242	0.2694	0.126	0.2788	0.1346	0.4833	0.228	0.4851	0.9269	0.7366	0.8766	0.7347	0.2052	0.0625	0	0.1241	0.03472	0	0.05314	0.006944	0.3125	0.03728	0	0.1181	0.149	0	0
_D:	0	207	20.09	0.3415	0.006209	0.1962	0.8038	0.8107	0.2689	0.005377	0.3079	0.6921	0.6488	0.09796	0.2675	0.098	0.2718	0.1634	0.4743	0.1742	0.4683	0.9076	0.7393	0.9032	0.7406	0.2053	0.06944	0	0.1239	0.03472	0	0.05462	0	0.3542	0.03692	0	0.1319	0.1499	0	0
_D:	0	208	20.08	0.3325	0.006045	0.1947	0.8053	0.8129	0.2529	0.005058	0.2997	0.7003	0.6545	0.07692	0.2391	0.118	0.243	0.1209	0.4155	0.2093	0.405	0.9333	0.7653	0.8829	0.7713	0.2047	0.04861	0	0.1246	0.02778	0	0.05407	0	0.3056	0.03676	0	0.09722	0.1489	0	0
_D:	0	209	20.06	0.3074	0.005589	0.1784	0.8216	0.8267	0.2773	0.005546	0.308	0.692	0.6429	0.09474	0.2304	0.096	0.2374	0.1541	0.4074	0.1663	0.4079	0.9106	0.7732	0.9088	0.7668	0.2043	0.06944	0	0.1249	0.02778	0.006944	0.05432	0	0.3333	0.03704	0	0.09028	0.149	0	0
_D:	0	210	20.03	0.2785	0.005065	0.161	0.839	0.8456	0.2629	0.005257	0.2823	0.7177	0.6547	0.07097	0.2217	0.094	0.2057	0.1189	0.388	0.1658	0.3519	0.9322	0.787	0.9109	0.8013	0.2042	0.05556	0	0.1238	0.02778	0	0.05403	0	0.2708	0.03754	0	0.1389	0.1491	0	0
_D:	0	211	20.1	0.3435	0.006246	0.1952	0.8048	0.8118	0.2674	0.005347	0.2902	0.7098	0.655	0.09193	0.2551	0.118	0.2442	0.1463	0.4646	0.2162	0.4189	0.9195	0.7458	0.8826	0.7692	0.2049	0.06944	0	0.1245	0.02778	0	0.05479	0	0.2847	0.03712	0	0.1806	0.1484	0	0
_D:	0	212	20.06	0.332	0.006036	0.1912	0.8088	0.8163	0.2647	0.005293	0.3006	0.6994	0.6516	0.0919	0.2511	0.11	0.2456	0.1456	0.4507	0.1942	0.4224	0.9214	0.7485	0.8916	0.7673	0.2044	0.05556	0	0.124	0.02778	0	0.05435	0	0.2917	0.03692	0	0.1111	0.1495	0	0.006944
_D:	0	213	20.07	0.3843	0.006988	0.2167	0.7833	0.789	0.2682	0.005365	0.2936	0.7064	0.6523	0.1062	0.2934	0.126	0.2776	0.1791	0.5312	0.2269	0.4879	0.9001	0.7103	0.8759	0.7316	0.2041	0.0625	0	0.1243	0.02778	0.006944	0.05458	0.006944	0.2986	0.03667	0	0.08333	0.1492	0	0
_D:	0	214	20.05	0.3453	0.006278	0.1977	0.8023	0.8089	0.2678	0.005355	0.2964	0.7036	0.6508	0.06733	0.2637	0.112	0.2563	0.1158	0.4619	0.2025	0.4389	0.9355	0.7447	0.8876	0.7575	0.205	0.05556	0	0.1239	0.02778	0	0.05468	0	0.3056	0.03666	0	0.1111	0.1491	0	0.006944
_D:	0	215	20.12	0.3419	0.006217	0.196	0.804	0.8114	0.2729	0.005459	0.3098	0.6902	0.6474	0.08873	0.2489	0.112	0.2532	0.1442	0.4438	0.205	0.4296	0.9184	0.7571	0.8858	0.7645	0.2059	0.06944	0	0.122	0.03472	0	0.05409	0	0.3333	0.03655	0	0.09028	0.1511	0	0.006944
_D:	0	216	20.07	0.343	0.006237	0.196	0.804	0.8119	0.2622	0.005243	0.2985	0.7015	0.652	0.0883	0.2626	0.11	0.2558	0.147	0.4675	0.1963	0.4429	0.9205	0.7425	0.8911	0.7588	0.2038	0.0625	0	0.1238	0.02778	0	0.05486	0	0.2708	0.03672	0	0.1458	0.1486	0	0
