_H:	|Run	|Epoch	#PerTrlMSec	#FillSSE	#FillAvgSSE	#FillPctErr	#FillPctCor	#FillCosDiff	#InpSSE	#InpAvgSSE	#InpPctErr	#InpPctCor	#InpCosDiff	#UnAmbFillErr	#AmbFillErr	#CurQFillErr	#RevQFillErr	#UnAmbFillSSE	#AmbFillSSE	#CurQFillSSE	#RevQFillSSE	#UnAmbFillCosDiff	#AmbFillCosDiff	#CurQFillCosDiff	#RevQFillCosDiff	#Encode ActAvg	#Encode Hog	#Encode Dead	#EncodeD ActAvg	#EncodeD Hog	#EncodeD Dead	#Gestalt ActAvg	#Gestalt Hog	#Gestalt Dead	#GestaltD ActAvg	#GestaltD Hog	#GestaltD Dead	#Decode ActAvg	#Decode Hog	#Decode Dead
_D:	0	370	20.06	0.3051	0.005548	0.1746	0.8254	0.8372	0.3182	0.006363	0.2879	0.7121	0.648	0.05907	0.263	0.112	0.2096	0.09695	0.4666	0.2009	0.3597	0.9489	0.7504	0.8895	0.8123	0.2063	0.05556	0	0.1208	0.01389	0	0.05431	0	0.2986	0.03695	0	0.09722	0.1514	0	0
_D:	0	371	20.05	0.2873	0.005223	0.1656	0.8344	0.8445	0.2914	0.005828	0.2727	0.7273	0.6675	0.05651	0.2231	0.114	0.1893	0.1032	0.3827	0.2054	0.3184	0.9457	0.7916	0.8883	0.8283	0.2043	0.04861	0	0.1212	0.006944	0	0.0555	0.006944	0.2778	0.037	0	0.1111	0.149	0	0
_D:	0	372	20.06	0.2409	0.004381	0.1412	0.8588	0.8682	0.3147	0.006293	0.2878	0.7122	0.6511	0.05819	0.1981	0.098	0.1603	0.08785	0.3504	0.1762	0.262	0.9534	0.8067	0.9031	0.8572	0.2047	0.06944	0	0.1213	0.006944	0	0.05516	0	0.2986	0.03716	0	0.1042	0.1507	0	0
_D:	0	373	20.03	0.3151	0.00573	0.1794	0.8206	0.8284	0.3071	0.006141	0.2935	0.7065	0.6468	0.08794	0.2172	0.104	0.2306	0.1494	0.3857	0.193	0.3917	0.9186	0.7899	0.894	0.7878	0.2053	0.05556	0	0.1209	0	0	0.05563	0.006944	0.2847	0.03706	0	0.06944	0.1504	0	0
_D:	0	374	20.1	0.3291	0.005984	0.1823	0.8177	0.8216	0.3119	0.006239	0.2843	0.7157	0.6487	0.08951	0.2184	0.124	0.2103	0.1498	0.4037	0.2226	0.3814	0.9177	0.782	0.8783	0.7946	0.2052	0.05556	0	0.121	0	0	0.0545	0	0.3125	0.03714	0	0.07639	0.1512	0	0
_D:	0	375	20.01	0.2591	0.004711	0.1448	0.8552	0.8613	0.2855	0.00571	0.2651	0.7349	0.6647	0.06935	0.1879	0.074	0.198	0.1274	0.3329	0.1319	0.3548	0.9355	0.818	0.9275	0.8124	0.2057	0.06944	0	0.1209	0.006944	0	0.0546	0	0.2847	0.0374	0	0.04861	0.1507	0	0
_D:	0	376	20.07	0.2887	0.005248	0.1599	0.8401	0.8468	0.3138	0.006277	0.2774	0.7226	0.6486	0.07865	0.2049	0.092	0.2056	0.1358	0.3759	0.1642	0.3733	0.928	0.8005	0.9105	0.8049	0.2045	0.04167	0	0.1218	0.01389	0	0.0542	0	0.3125	0.03737	0	0.08333	0.1496	0	0
_D:	0	377	20.04	0.2536	0.004611	0.147	0.853	0.8637	0.3186	0.006373	0.297	0.703	0.6493	0.08142	0.1878	0.07	0.2082	0.1359	0.3292	0.1242	0.3547	0.9273	0.8227	0.932	0.8109	0.2055	0.07639	0	0.121	0	0	0.05538	0.006944	0.3264	0.03701	0	0.09722	0.1504	0	0.006944
_D:	0	378	19.99	0.2612	0.00475	0.1501	0.8499	0.8596	0.3086	0.006171	0.2923	0.7077	0.6484	0.06992	0.2043	0.088	0.1908	0.1236	0.3535	0.1532	0.3322	0.9349	0.8085	0.9164	0.8231	0.2046	0.05556	0	0.1213	0	0	0.0536	0.006944	0.2986	0.03757	0	0.1181	0.1506	0	0
_D:	0	379	20.06	0.3114	0.005662	0.1768	0.8232	0.8322	0.3174	0.006348	0.2881	0.7119	0.6407	0.08313	0.2195	0.108	0.2194	0.1354	0.396	0.189	0.3882	0.9265	0.7871	0.8977	0.7915	0.2039	0.04861	0	0.1207	0	0	0.05589	0	0.2847	0.03718	0	0.0625	0.1512	0	0
_D:	0	380	19.96	0.2553	0.004642	0.1441	0.8559	0.862	0.3343	0.006685	0.2997	0.7003	0.6403	0.08644	0.1832	0.08	0.1893	0.1534	0.3243	0.1379	0.3402	0.9165	0.8255	0.925	0.8167	0.2043	0.0625	0	0.1205	0	0	0.05564	0.006944	0.2639	0.03734	0	0.08333	0.1495	0	0
_D:	0	381	20.05	0.2524	0.004589	0.1461	0.8539	0.8635	0.305	0.0061	0.2909	0.7091	0.6553	0.05364	0.2384	0.092	0.1783	0.08019	0.4296	0.1607	0.3057	0.9539	0.7716	0.914	0.8335	0.2058	0.09028	0	0.1205	0.006944	0	0.05479	0.006944	0.3542	0.03723	0	0.1042	0.1517	0	0.006944
_D:	0	382	20.11	0.3199	0.005816	0.1808	0.8192	0.8268	0.3205	0.00641	0.2941	0.7059	0.6458	0.07874	0.2689	0.09	0.2506	0.1322	0.4854	0.1648	0.4365	0.9283	0.7374	0.9084	0.7667	0.2052	0.0625	0	0.1215	0.01389	0	0.05352	0	0.2847	0.03757	0	0.09722	0.1509	0	0
_D:	0	383	20.07	0.2875	0.005227	0.1585	0.8415	0.8446	0.3331	0.006661	0.2961	0.7039	0.6407	0.06962	0.2209	0.096	0.1975	0.1232	0.4042	0.175	0.357	0.9318	0.7834	0.9038	0.8089	0.2045	0.05556	0	0.1217	0.006944	0	0.05349	0	0.3056	0.03771	0	0.09722	0.1491	0	0
_D:	0	384	20.09	0.2555	0.004646	0.1441	0.8559	0.866	0.293	0.00586	0.2727	0.7273	0.6654	0.05643	0.1987	0.092	0.1739	0.09331	0.3589	0.166	0.3047	0.9522	0.8106	0.9123	0.8409	0.2052	0.05556	0	0.1207	0.006944	0	0.05438	0	0.3125	0.0372	0	0.07639	0.1507	0	0
_D:	0	385	20.06	0.2498	0.004541	0.1348	0.8652	0.8693	0.318	0.006361	0.2796	0.7204	0.6544	0.05726	0.1951	0.086	0.1624	0.104	0.3641	0.1629	0.2966	0.9465	0.8082	0.9138	0.8459	0.2052	0.04861	0	0.1205	0.006944	0	0.05523	0	0.2986	0.03697	0	0.08333	0.1496	0	0
_D:	0	386	20.02	0.2888	0.00525	0.1656	0.8344	0.8423	0.3319	0.006638	0.2932	0.7068	0.6388	0.07767	0.2062	0.104	0.2015	0.1351	0.3598	0.1809	0.352	0.9282	0.8018	0.9001	0.8092	0.2067	0.05556	0	0.1204	0	0	0.05483	0	0.2847	0.0369	0	0.09028	0.1514	0	0
_D:	0	387	20.02	0.2811	0.005111	0.1623	0.8377	0.8487	0.33	0.006601	0.3095	0.6905	0.6364	0.05294	0.2	0.11	0.1873	0.09223	0.3461	0.1922	0.3225	0.9486	0.8147	0.8953	0.8279	0.2045	0.07639	0	0.1207	0	0	0.05353	0	0.3125	0.0373	0	0.07639	0.1515	0	0
_D:	0	388	20	0.2343	0.004259	0.1304	0.8696	0.875	0.3098	0.006196	0.291	0.709	0.6494	0.08293	0.1437	0.07	0.1744	0.1391	0.2668	0.1312	0.3064	0.9236	0.8595	0.9286	0.8382	0.2061	0.06944	0	0.1205	0.01389	0	0.05406	0	0.3194	0.03722	0	0.1042	0.1508	0	0
_D:	0	389	20.08	0.2557	0.004648	0.147	0.853	0.8613	0.326	0.006519	0.2924	0.7076	0.6497	0.06468	0.1842	0.106	0.1616	0.1071	0.3248	0.1901	0.2739	0.943	0.8229	0.8954	0.8533	0.2047	0.07639	0	0.121	0.006944	0	0.05261	0	0.3472	0.03793	0	0.1111	0.1515	0	0
_D:	0	390	20.09	0.3317	0.006031	0.1819	0.8181	0.821	0.3306	0.006613	0.3077	0.6923	0.6398	0.0642	0.2419	0.12	0.2141	0.1144	0.4431	0.2161	0.3938	0.9398	0.7596	0.8808	0.7908	0.2056	0.06944	0	0.1212	0.006944	0	0.05511	0	0.2986	0.03672	0	0.09028	0.151	0	0
_D:	0	391	20.08	0.2981	0.005421	0.1711	0.8289	0.8385	0.3172	0.006344	0.2958	0.7042	0.6507	0.09302	0.2332	0.098	0.2211	0.1533	0.4185	0.1741	0.3809	0.9164	0.774	0.9061	0.7931	0.2054	0.06944	0	0.1212	0	0	0.05397	0	0.3611	0.03773	0	0.125	0.1508	0	0
_D:	0	392	20.1	0.3372	0.006132	0.1899	0.8101	0.8179	0.3257	0.006513	0.2972	0.7028	0.642	0.08516	0.2397	0.124	0.2253	0.1544	0.4228	0.2233	0.3961	0.9189	0.7699	0.8786	0.7873	0.2051	0.0625	0	0.1207	0.006944	0	0.05518	0.006944	0.2708	0.03736	0	0.09028	0.1509	0	0.006944
_D:	0	393	20.1	0.3014	0.00548	0.1722	0.8278	0.8391	0.3119	0.006239	0.2764	0.7236	0.6527	0.07839	0.2368	0.116	0.2	0.1392	0.4124	0.2072	0.3449	0.9271	0.7781	0.8863	0.8197	0.2048	0.07639	0	0.1204	0.006944	0	0.05462	0	0.3403	0.03693	0	0.09028	0.1528	0	0.006944
_D:	0	394	20.12	0.3322	0.00604	0.1911	0.8089	0.8224	0.3353	0.006706	0.2955	0.7045	0.6435	0.08539	0.2539	0.12	0.2333	0.1368	0.453	0.2128	0.4001	0.928	0.7568	0.8841	0.7889	0.2054	0.06944	0	0.1211	0.006944	0	0.05408	0	0.2639	0.03752	0	0.08333	0.1506	0	0
_D:	0	395	20.09	0.3367	0.006122	0.1957	0.8043	0.8166	0.3326	0.006653	0.296	0.704	0.6364	0.0859	0.2648	0.134	0.2245	0.1384	0.4654	0.2461	0.3663	0.9212	0.7501	0.8666	0.7997	0.2041	0.05556	0	0.121	0	0	0.05449	0	0.3194	0.03739	0	0.1111	0.1497	0	0
_D:	0	396	20.08	0.3248	0.005906	0.1836	0.8164	0.823	0.3149	0.006299	0.2894	0.7106	0.6479	0.05882	0.238	0.124	0.2127	0.09086	0.4305	0.2228	0.3718	0.9501	0.7657	0.8783	0.7978	0.2052	0.07639	0	0.1208	0.006944	0	0.05453	0	0.3125	0.03728	0	0.07639	0.151	0	0
_D:	0	397	20.05	0.2734	0.004971	0.1597	0.8403	0.8534	0.3087	0.006174	0.2846	0.7154	0.6553	0.08465	0.2178	0.114	0.1774	0.1291	0.394	0.1977	0.3004	0.9315	0.7878	0.8924	0.841	0.2057	0.04167	0	0.1208	0	0	0.0542	0	0.3125	0.0372	0	0.09028	0.1505	0	0
_D:	0	398	20.03	0.2745	0.004992	0.1597	0.8403	0.8497	0.3518	0.007035	0.3084	0.6916	0.6251	0.07619	0.2	0.102	0.1924	0.1202	0.3532	0.1813	0.323	0.932	0.8086	0.9009	0.823	0.2051	0.06944	0	0.1215	0.006944	0	0.05465	0	0.3056	0.03736	0	0.09028	0.1514	0	0
_D:	0	399	20.11	0.2833	0.005151	0.1623	0.8377	0.8436	0.3414	0.006827	0.3095	0.6905	0.6394	0.08687	0.2228	0.1	0.2	0.152	0.3886	0.1752	0.3484	0.9156	0.7861	0.9027	0.8083	0.2061	0.07639	0	0.1208	0.01389	0	0.05383	0	0.3542	0.03696	0	0.1181	0.1507	0	0
_D:	0	400	20.15	0.3414	0.006207	0.1927	0.8073	0.814	0.2988	0.005976	0.2841	0.7159	0.6544	0.1238	0.2146	0.114	0.2437	0.2153	0.3839	0.2	0.4342	0.8858	0.7879	0.8904	0.7642	0.2048	0.04861	0	0.121	0.006944	0	0.05485	0	0.2986	0.03687	0	0.0625	0.1497	0	0
_D:	0	401	20.08	0.3144	0.005716	0.1826	0.8174	0.8286	0.32	0.006401	0.2897	0.7103	0.6435	0.112	0.2233	0.112	0.2259	0.18	0.4001	0.1949	0.3862	0.9009	0.783	0.8947	0.7882	0.2041	0.0625	0	0.1208	0	0	0.05463	0	0.3194	0.03743	0	0.09722	0.1511	0	0
_D:	0	402	20.11	0.2339	0.004253	0.1367	0.8633	0.8716	0.2868	0.005735	0.273	0.727	0.6662	0.05298	0.1922	0.086	0.1667	0.09353	0.3259	0.1476	0.2846	0.9506	0.8191	0.9173	0.846	0.2039	0.0625	0	0.121	0	0	0.05501	0	0.3125	0.0372	0	0.07639	0.1517	0	0
_D:	0	403	20.04	0.2821	0.005129	0.1601	0.8399	0.85	0.3148	0.006296	0.2999	0.7001	0.6439	0.05621	0.2217	0.092	0.2067	0.09241	0.3969	0.1655	0.3599	0.9512	0.7887	0.9108	0.8102	0.2052	0.04861	0	0.1216	0.006944	0	0.05495	0	0.3125	0.03749	0	0.07639	0.1506	0	0
_D:	0	404	20.07	0.2861	0.005202	0.1555	0.8445	0.8464	0.2956	0.005912	0.2817	0.7183	0.6615	0.04812	0.2421	0.102	0.1841	0.09151	0.4421	0.1862	0.3407	0.9523	0.761	0.8992	0.8181	0.2054	0.06944	0	0.1212	0.006944	0	0.05406	0	0.3194	0.03772	0	0.1181	0.1517	0	0.006944
_D:	0	405	20.11	0.2932	0.005332	0.1637	0.8363	0.8428	0.292	0.00584	0.2718	0.7282	0.664	0.07415	0.2251	0.112	0.1878	0.1262	0.4105	0.2066	0.3288	0.9321	0.7802	0.8875	0.8259	0.204	0.04167	0	0.1205	0	0	0.05597	0	0.3056	0.03707	0	0.05556	0.1512	0	0
_D:	0	406	20.07	0.311	0.005655	0.1791	0.8209	0.8322	0.3197	0.006393	0.2979	0.7021	0.6458	0.08178	0.2301	0.124	0.2036	0.1282	0.4124	0.2126	0.3572	0.9284	0.7798	0.8827	0.8106	0.2044	0.07639	0	0.1216	0.006944	0	0.05448	0	0.3264	0.03719	0	0.09722	0.1508	0	0
_D:	0	407	20.05	0.2538	0.004614	0.1387	0.8613	0.8642	0.2952	0.005904	0.2765	0.7235	0.6631	0.0874	0.1675	0.07	0.1917	0.1549	0.3127	0.1265	0.3529	0.9168	0.833	0.9319	0.8118	0.205	0.07639	0	0.1212	0.006944	0	0.05479	0.006944	0.3264	0.03715	0	0.0625	0.1518	0	0
_D:	0	408	20.06	0.2785	0.005063	0.1606	0.8394	0.8511	0.3079	0.006159	0.2873	0.7127	0.651	0.08068	0.2119	0.096	0.202	0.143	0.3641	0.1597	0.3592	0.9255	0.8031	0.913	0.81	0.2041	0.0625	0	0.1212	0	0	0.05505	0.006944	0.2847	0.03729	0	0.08333	0.15	0	0
_D:	0	409	20.11	0.2849	0.00518	0.1612	0.8388	0.8446	0.289	0.00578	0.2562	0.7438	0.673	0.09222	0.2258	0.088	0.2132	0.153	0.4152	0.1592	0.3721	0.9163	0.7738	0.9118	0.7987	0.2039	0.06944	0	0.1212	0.006944	0	0.05492	0	0.2986	0.0372	0	0.1111	0.1509	0	0
_D:	0	410	20.09	0.278	0.005055	0.1582	0.8418	0.8509	0.3086	0.006171	0.2876	0.7124	0.6513	0.06263	0.2248	0.1	0.1923	0.1087	0.3965	0.1796	0.333	0.9413	0.7879	0.9018	0.824	0.2066	0.08333	0	0.1206	0.006944	0	0.05451	0.006944	0.3056	0.03691	0	0.07639	0.1522	0	0
_D:	0	411	20.1	0.3167	0.005758	0.1808	0.8192	0.8282	0.3149	0.006298	0.303	0.697	0.6517	0.07122	0.2148	0.11	0.2251	0.1293	0.3735	0.1955	0.3906	0.9372	0.793	0.8925	0.7899	0.205	0.04861	0	0.121	0.006944	0	0.0543	0	0.3056	0.03766	0	0.07639	0.1509	0	0
_D:	0	412	20.08	0.251	0.004564	0.1493	0.8507	0.8621	0.2679	0.005358	0.2598	0.7402	0.6832	0.05361	0.2257	0.098	0.1763	0.08599	0.3844	0.1704	0.2893	0.9547	0.7866	0.908	0.8391	0.2049	0.07639	0	0.1211	0.006944	0	0.05496	0.006944	0.2847	0.03741	0	0.09722	0.1513	0	0
_D:	0	413	20.09	0.356	0.006472	0.195	0.805	0.8085	0.3397	0.006794	0.3106	0.6894	0.6383	0.08728	0.2429	0.146	0.2076	0.1555	0.4467	0.2681	0.377	0.9164	0.7598	0.8528	0.801	0.2049	0.05556	0	0.1212	0	0	0.05363	0	0.3472	0.03706	0	0.09028	0.1507	0	0
_D:	0	414	20.07	0.2627	0.004776	0.1483	0.8517	0.859	0.2922	0.005844	0.2677	0.7323	0.6632	0.06593	0.2005	0.09	0.1851	0.1098	0.3624	0.1686	0.3161	0.9389	0.8077	0.9096	0.8302	0.2043	0.04861	0	0.1205	0	0	0.05548	0	0.2917	0.0375	0	0.07639	0.1509	0	0.006944
_D:	0	415	20.09	0.2849	0.005181	0.1646	0.8354	0.8435	0.3194	0.006387	0.2935	0.7065	0.6485	0.07256	0.2176	0.1	0.2045	0.131	0.3716	0.1819	0.3431	0.9275	0.7965	0.9	0.8117	0.2054	0.05556	0	0.1211	0	0	0.05365	0	0.3125	0.03748	0	0.09722	0.151	0	0
_D:	0	416	20.13	0.3103	0.005642	0.1746	0.8254	0.8363	0.3065	0.006129	0.2891	0.7109	0.6572	0.07289	0.2341	0.122	0.197	0.1157	0.4294	0.2259	0.3386	0.941	0.7716	0.8806	0.8218	0.2054	0.1042	0	0.1212	0.02083	0	0.05463	0	0.3125	0.03735	0	0.0625	0.1511	0	0
_D:	0	417	20.08	0.3221	0.005857	0.1791	0.8209	0.8266	0.3265	0.006529	0.3001	0.6999	0.642	0.09026	0.2203	0.116	0.2137	0.1512	0.4063	0.2153	0.3761	0.9148	0.7847	0.8818	0.8006	0.2044	0.04861	0	0.1212	0.006944	0	0.0546	0	0.2708	0.03711	0	0.09028	0.1503	0	0
_D:	0	418	20.09	0.2271	0.00413	0.1324	0.8676	0.8758	0.3145	0.006291	0.3001	0.6999	0.6514	0.07362	0.1708	0.084	0.1603	0.1272	0.2919	0.1406	0.2794	0.9301	0.8409	0.9238	0.8464	0.2043	0.04861	0	0.1216	0.006944	0	0.05437	0	0.3125	0.03758	0	0.1111	0.1513	0	0
_D:	0	419	20.1	0.2583	0.004697	0.1484	0.8516	0.8639	0.3007	0.006015	0.2849	0.7151	0.6617	0.08245	0.1872	0.09	0.1848	0.1363	0.3339	0.1448	0.3366	0.9319	0.8201	0.9224	0.8244	0.2059	0.06944	0	0.1205	0.006944	0	0.05403	0	0.3264	0.03743	0	0.0625	0.1508	0	0
_D:	0	420	20.12	0.3058	0.005559	0.1694	0.8306	0.8379	0.3155	0.00631	0.2873	0.7127	0.6531	0.08755	0.2361	0.094	0.2225	0.1517	0.4347	0.1684	0.4032	0.9194	0.7697	0.9104	0.7865	0.2049	0.05556	0	0.121	0.006944	0	0.05424	0.006944	0.3264	0.0371	0	0.07639	0.1517	0	0
_D:	0	421	20.1	0.3071	0.005583	0.1763	0.8237	0.8328	0.346	0.00692	0.3087	0.6913	0.6321	0.07653	0.2191	0.104	0.2234	0.1177	0.3938	0.1854	0.3835	0.9364	0.7852	0.8963	0.7946	0.2042	0.04861	0	0.1212	0	0	0.05341	0	0.3194	0.03726	0	0.1042	0.1496	0	0
_D:	0	422	20.08	0.2826	0.005137	0.1597	0.8403	0.8491	0.2931	0.005862	0.2745	0.7255	0.6633	0.06538	0.208	0.116	0.1748	0.09812	0.3832	0.2062	0.308	0.9501	0.7932	0.8894	0.8361	0.2047	0.0625	0	0.1212	0	0	0.05371	0	0.3264	0.03782	0	0.1111	0.15	0	0.006944
_D:	0	423	20.1	0.2944	0.005352	0.1643	0.8357	0.8431	0.3393	0.006786	0.3187	0.6813	0.6318	0.09746	0.2005	0.102	0.202	0.1683	0.3661	0.1884	0.3545	0.9105	0.8046	0.8993	0.8113	0.2049	0.08333	0	0.1214	0.006944	0	0.05504	0.006944	0.3125	0.03718	0	0.09722	0.1513	0	0
_D:	0	424	20.03	0.2746	0.004992	0.1526	0.8474	0.851	0.3172	0.006343	0.2889	0.7111	0.6528	0.08506	0.1946	0.102	0.1781	0.1498	0.3541	0.1798	0.3253	0.9198	0.8065	0.9006	0.8258	0.2054	0.05556	0	0.121	0.006944	0	0.05393	0	0.3264	0.03732	0	0.08333	0.1526	0	0
_D:	0	425	20.13	0.2736	0.004974	0.1555	0.8445	0.8505	0.3252	0.006504	0.2896	0.7104	0.6503	0.07323	0.2004	0.094	0.1944	0.1289	0.3526	0.1714	0.3342	0.9275	0.8092	0.9074	0.816	0.2043	0.05556	0	0.1215	0.006944	0	0.05577	0	0.3125	0.03798	0	0.09028	0.1508	0	0
_D:	0	426	20.19	0.2935	0.005336	0.1635	0.8365	0.8442	0.3192	0.006384	0.2925	0.7075	0.6516	0.06888	0.2052	0.108	0.1928	0.1156	0.3748	0.2028	0.3346	0.9407	0.7995	0.8914	0.8237	0.2058	0.09028	0	0.1205	0.006944	0	0.05551	0.006944	0.3472	0.03663	0	0.06944	0.1504	0	0.006944
_D:	0	427	20.05	0.2528	0.004597	0.14	0.86	0.8632	0.3221	0.006441	0.2968	0.7032	0.6451	0.0729	0.2011	0.088	0.1705	0.1237	0.3751	0.158	0.3092	0.9314	0.7995	0.912	0.836	0.2055	0.05556	0	0.1212	0.01389	0	0.05294	0	0.3542	0.03734	0	0.1042	0.1521	0	0
_D:	0	428	20.09	0.267	0.004855	0.1537	0.8463	0.8571	0.3465	0.00693	0.3166	0.6834	0.633	0.09563	0.184	0.096	0.1878	0.1626	0.3239	0.1713	0.3207	0.9138	0.8258	0.9074	0.8296	0.2046	0.04167	0	0.1213	0.01389	0	0.05426	0	0.3333	0.03721	0	0.1111	0.1505	0	0
_D:	0	429	20.03	0.302	0.005491	0.1746	0.8254	0.8414	0.3216	0.006431	0.2879	0.7121	0.6474	0.07973	0.2276	0.116	0.2045	0.1335	0.3978	0.2015	0.3527	0.9317	0.7893	0.8916	0.818	0.2041	0.05556	0	0.1213	0	0	0.05551	0	0.2778	0.0371	0	0.06944	0.1494	0	0
_D:	0	430	20.04	0.2324	0.004226	0.1294	0.8706	0.8754	0.3198	0.006397	0.2917	0.7083	0.6468	0.08085	0.1531	0.072	0.1701	0.1358	0.2855	0.1328	0.3009	0.9257	0.8487	0.9282	0.8395	0.2039	0.0625	0	0.1211	0	0	0.05483	0.006944	0.3056	0.03785	0	0.09722	0.1519	0	0
_D:	0	431	20.06	0.2806	0.005101	0.1553	0.8447	0.8506	0.319	0.006381	0.2915	0.7085	0.6489	0.07157	0.2293	0.096	0.1913	0.128	0.4161	0.1761	0.3423	0.9296	0.7815	0.9051	0.8192	0.2046	0.06944	0	0.1211	0.02083	0	0.05472	0.01389	0.2986	0.03726	0	0.09028	0.1513	0	0
_D:	0	432	20.06	0.3129	0.005689	0.1774	0.8226	0.8319	0.3303	0.006606	0.2947	0.7053	0.6418	0.08179	0.2137	0.102	0.2288	0.1407	0.3795	0.1804	0.4027	0.9258	0.7951	0.902	0.785	0.2052	0.0625	0	0.1212	0.006944	0	0.05485	0	0.3056	0.03779	0	0.1389	0.1506	0	0
_D:	0	433	20.1	0.2715	0.004937	0.1538	0.8462	0.8542	0.344	0.006881	0.318	0.682	0.6358	0.09437	0.2047	0.082	0.2061	0.1649	0.3639	0.1406	0.369	0.9102	0.8067	0.9225	0.8045	0.2051	0.05556	0	0.1214	0.006944	0	0.05557	0.006944	0.2778	0.03703	0	0.05556	0.1503	0	0
_D:	0	434	20.06	0.3103	0.005642	0.1747	0.8253	0.8315	0.3331	0.006662	0.3045	0.6955	0.6379	0.06417	0.2209	0.12	0.2	0.1154	0.3914	0.2137	0.3546	0.9399	0.7856	0.8824	0.8095	0.2045	0.04861	0	0.1213	0.006944	0	0.05529	0.006944	0.2986	0.03751	0	0.06944	0.1519	0	0
_D:	0	435	20.08	0.3002	0.005457	0.1683	0.8317	0.841	0.2861	0.005721	0.2746	0.7254	0.6722	0.08663	0.2012	0.106	0.2045	0.1479	0.3642	0.1911	0.3621	0.9197	0.8087	0.8965	0.8111	0.2053	0.07639	0	0.1214	0.01389	0	0.05409	0	0.3403	0.0372	0	0.125	0.1511	0	0
_D:	0	436	20.06	0.2814	0.005116	0.1612	0.8388	0.8479	0.3143	0.006286	0.2875	0.7125	0.647	0.11	0.187	0.096	0.203	0.1901	0.329	0.1661	0.3563	0.898	0.8211	0.9083	0.8097	0.204	0.04861	0	0.1215	0	0	0.05502	0	0.2986	0.03739	0	0.09722	0.151	0	0
_D:	0	437	20.1	0.2794	0.00508	0.1564	0.8436	0.8492	0.3113	0.006225	0.2856	0.7144	0.656	0.04933	0.2282	0.104	0.1832	0.08753	0.4083	0.1856	0.3276	0.9548	0.7775	0.8971	0.8266	0.2034	0.05556	0	0.1218	0.006944	0	0.05595	0	0.2847	0.0373	0	0.09722	0.1511	0	0
_D:	0	438	20.02	0.2904	0.00528	0.1612	0.8388	0.8415	0.3255	0.006511	0.3043	0.6957	0.6454	0.07196	0.2016	0.112	0.1827	0.1218	0.3696	0.1997	0.3318	0.9343	0.7976	0.892	0.8176	0.2039	0.04861	0	0.1215	0	0	0.05391	0	0.3056	0.03734	0	0.04861	0.1527	0	0
_D:	0	439	20.1	0.2526	0.004592	0.1536	0.8464	0.8615	0.3286	0.006573	0.3029	0.6971	0.6453	0.07391	0.2033	0.09	0.1959	0.117	0.3393	0.1558	0.3122	0.9323	0.8178	0.9161	0.8269	0.2052	0.06944	0	0.1218	0.02083	0	0.05584	0	0.3125	0.03672	0	0.07639	0.1519	0	0
_D:	0	440	20.02	0.2589	0.004707	0.1515	0.8485	0.861	0.3204	0.006408	0.2971	0.7029	0.647	0.07771	0.2035	0.088	0.1939	0.1186	0.3648	0.1559	0.3242	0.9355	0.8051	0.9163	0.826	0.2049	0.05556	0	0.1218	0.006944	0	0.05516	0	0.2847	0.03734	0	0.08333	0.151	0	0
_D:	0	441	20.18	0.3257	0.005921	0.1791	0.8209	0.8214	0.3438	0.006876	0.2945	0.7055	0.6432	0.09832	0.2122	0.11	0.2214	0.1699	0.3937	0.2017	0.4005	0.9055	0.7853	0.8898	0.7798	0.2047	0.0625	0	0.1213	0	0	0.05432	0	0.3125	0.03771	0	0.1181	0.151	0	0.006944
_D:	0	442	20.14	0.2381	0.004329	0.1398	0.8602	0.8709	0.3702	0.007405	0.3233	0.6767	0.6206	0.07957	0.1725	0.104	0.1497	0.1329	0.2966	0.1851	0.2449	0.9277	0.8394	0.8968	0.8708	0.2042	0.05556	0	0.1215	0.02083	0	0.05381	0	0.3056	0.03703	0	0.06944	0.1508	0	0
_D:	0	443	20.07	0.2726	0.004956	0.1566	0.8434	0.8529	0.3367	0.006734	0.3016	0.6984	0.64	0.08609	0.1936	0.114	0.1709	0.14	0.3473	0.2055	0.2886	0.9247	0.8123	0.8897	0.8434	0.2047	0.03472	0	0.1207	0.006944	0	0.05574	0	0.3125	0.03717	0	0.06944	0.152	0	0
_D:	0	444	20.02	0.2674	0.004862	0.1564	0.8436	0.8555	0.3203	0.006406	0.2822	0.7178	0.6517	0.06897	0.225	0.092	0.1985	0.1121	0.392	0.1614	0.3342	0.9399	0.7875	0.9124	0.8198	0.2055	0.06944	0	0.1216	0.006944	0	0.05412	0	0.3125	0.03758	0	0.09722	0.1504	0	0
_D:	0	445	20.05	0.32	0.005818	0.1835	0.8165	0.8291	0.3344	0.006688	0.2966	0.7034	0.6424	0.08269	0.2247	0.112	0.2282	0.143	0.3925	0.2026	0.3884	0.9246	0.7896	0.8903	0.7944	0.2041	0.0625	0	0.1219	0.006944	0	0.05562	0	0.2847	0.03668	0	0.05556	0.15	0	0
_D:	0	446	20.03	0.2057	0.00374	0.1198	0.8802	0.8908	0.3053	0.006106	0.2811	0.7189	0.6645	0.05172	0.1655	0.078	0.1425	0.0874	0.2857	0.14	0.237	0.9537	0.8482	0.9264	0.8733	0.2043	0.0625	0	0.1214	0.006944	0	0.05431	0	0.2778	0.03762	0	0.07639	0.1502	0	0
